CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,activity_date,year,month,location_order,location_name
Sodium,Total Recoverable,39.1,%,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,43.7,%,8/22/2012,2012,8,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
"Hardness, carbonate",Total,579,mg/L,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
"Hardness, carbonate",Total,475,mg/L,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.54,None,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Selenium,Total Recoverable,5.27,ug/L,5/24/2012,2012,5,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,9.08,None,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.77,None,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Bicarbonate,Total,402,mg/L,8/20/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1426,uS/cm,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sum of anions,Total,25.32,meq/L,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.28,None,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,782,uS/cm,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Bicarbonate,Total,430,mg/L,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Magnesium,Total Recoverable,74.4,mg/L,8/22/2012,2012,8,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
"Alkalinity, total",Total,298,mg/L,5/30/2012,2012,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
"Hardness, carbonate",Total,564,mg/L,4/17/2012,2012,4,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Iron,Total Recoverable,NA,NA,8/20/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.28,None,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Magnesium,Total Recoverable,53.2,mg/L,5/24/2012,2012,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1427,uS/cm,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,214,mg/L,8/20/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Total dissolved solids,Total,1190,mg/L,8/20/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
"Hardness, carbonate",Total,483,mg/L,6/6/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Iron,Total Recoverable,0.145,mg/L,5/24/2012,2012,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Calcium,Total Recoverable,84,mg/L,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,6.15,%,6/6/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Bicarbonate,Total,390,mg/L,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
"Alkalinity, total",Total,376,mg/L,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Conductivity,Total,2200,umho/cm,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,9.01,None,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1504,uS/cm,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
"Hardness, carbonate",Total,472,mg/L,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Sulfate,Dissolved,511,mg/L,8/20/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,196,mg/L,8/22/2012,2012,8,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,2101,uS/cm,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,0.603,meq/L,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1332,uS/cm,7/5/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,783,uS/cm,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
"Alkalinity, total",Total,327,mg/L,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,2102,uS/cm,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,776,uS/cm,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Conductivity,Total,1220,umho/cm,3/12/2012,2012,3,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
"Alkalinity, total",Total,348,mg/L,4/17/2012,2012,4,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Sodium,Total Recoverable,33.2,%,5/24/2012,2012,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,49.9,%,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,33.8,%,6/6/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Selenium,Total Recoverable,NA,NA,6/6/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.29,None,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Chloride,Dissolved,69.9,mg/L,8/20/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,0.568,meq/L,4/17/2012,2012,4,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
pH,NA,8.59,None,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Aluminum,Total Recoverable,200,ug/L,10/3/2012,2012,10,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Cations-Anions,Total,2.32,%,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sulfate,Dissolved,684,mg/L,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Carbonate,Total,6,mg/L,5/30/2012,2012,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Manganese,Total Recoverable,0.484,mg/L,10/3/2012,2012,10,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
pH,Total,8.39,None,5/30/2012,2012,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Chloride,Dissolved,38.2,mg/L,7/11/2012,2012,7,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,2101,uS/cm,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,124,mg/L,5/30/2012,2012,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
pH,NA,8.47,None,6/6/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Carbonate,Total,10,mg/L,5/24/2012,2012,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,783,uS/cm,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Conductivity,Total,1600,umho/cm,8/22/2012,2012,8,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Sodium,Total Recoverable,170,mg/L,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Zinc,Total Recoverable,5.32,ug/L,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Bicarbonate,Total,317,mg/L,3/12/2012,2012,3,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Cations-Anions,Total,1.215,meq/L,3/12/2012,2012,3,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,2118,uS/cm,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Bicarbonate,Total,445,mg/L,10/3/2012,2012,10,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Bicarbonate,Total,404,mg/L,7/5/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
"Alkalinity, total",Total,260,mg/L,3/12/2012,2012,3,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Cations-Anions,Total,1.63,%,4/17/2012,2012,4,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Bicarbonate,Total,441,mg/L,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Iron,Total Recoverable,2.41,mg/L,3/12/2012,2012,3,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
pH,NA,8.28,None,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Sodium,Total Recoverable,154,mg/L,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Iron,Total Recoverable,0.175,mg/L,7/5/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Iron,Total Recoverable,0.14,mg/L,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,49.1,%,10/3/2012,2012,10,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Aluminum,Total Recoverable,108,ug/L,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,4.11,None,8/20/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Bicarbonate,Total,343,mg/L,5/24/2012,2012,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Chloride,Dissolved,106,mg/L,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.16,None,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,2118,uS/cm,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,771,uS/cm,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.28,None,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,768,uS/cm,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.03,None,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Sodium,Total Recoverable,49.9,%,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Sum of anions,Total,23.92,meq/L,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Zinc,Total Recoverable,13.9,ug/L,3/12/2012,2012,3,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
"Alkalinity, total",Total,347,mg/L,8/22/2012,2012,8,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Sum of anions,Total,13.62,meq/L,3/12/2012,2012,3,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Conductivity,Total,1720,umho/cm,8/20/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Chloride,Dissolved,52.1,mg/L,4/17/2012,2012,4,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,1504,uS/cm,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1052,uS/cm,5/24/2012,2012,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,132,mg/L,7/5/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sulfate,Dissolved,316,mg/L,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Chloride,Dissolved,38.4,mg/L,3/12/2012,2012,3,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
pH,NA,9.11,None,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Calcium,Total Recoverable,89.1,mg/L,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.28,None,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,1052,uS/cm,5/24/2012,2012,5,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,Total,8.15,None,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Total dissolved solids,Total,855,mg/L,5/30/2012,2012,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Calcium,Total Recoverable,91.6,mg/L,10/3/2012,2012,10,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
pH,NA,8.29,None,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,1371,uS/cm,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sum of cations,Total,17.74,meq/L,4/17/2012,2012,4,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,1341,uS/cm,7/5/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.81,None,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,1734,uS/cm,8/20/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,1.06,%,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.24,None,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Cations-Anions,Total,4.5,%,5/30/2012,2012,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Sum of cations,Total,13.43,meq/L,5/24/2012,2012,5,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.62,None,5/24/2012,2012,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,783,uS/cm,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Manganese,Total Recoverable,1.1,mg/L,6/6/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Zinc,Total Recoverable,9.06,ug/L,10/3/2012,2012,10,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Conductivity,Total,2240,umho/cm,10/3/2012,2012,10,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
pH,NA,7.77,None,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.64,None,5/24/2012,2012,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,2118,uS/cm,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1341,uS/cm,7/5/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,0.91,%,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,1.608,meq/L,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,767,uS/cm,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Total dissolved solids,Total,992,mg/L,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1052,uS/cm,5/24/2012,2012,5,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.34,None,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Magnesium,Total Recoverable,64.5,mg/L,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
"Alkalinity, total",Total,373,mg/L,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,2118,uS/cm,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,2.7,None,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Iron,Total Recoverable,0.475,mg/L,5/30/2012,2012,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
"Hardness, carbonate",Total,521,mg/L,8/22/2012,2012,8,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,1225,uS/cm,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.6,None,5/24/2012,2012,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Sulfate,Dissolved,641,mg/L,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1425,uS/cm,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Zinc,Total Recoverable,8.19,ug/L,8/22/2012,2012,8,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
pH,NA,8.28,None,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Sum of anions,Total,14.32,meq/L,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,Total,8.33,None,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.4,None,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,2111,uS/cm,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.69,None,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Selenium,Total Recoverable,NA,NA,6/6/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.51,None,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.55,None,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.28,None,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,1740,uS/cm,8/20/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Selenium,Total Recoverable,NA,NA,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Selenium,Total Recoverable,NA,NA,8/22/2012,2012,8,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,1426,uS/cm,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.54,None,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Carbonate,Total,14,mg/L,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Bicarbonate,Total,427,mg/L,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.66,None,6/6/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Sum of anions,Total,14.04,meq/L,7/5/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Bicarbonate,Total,401,mg/L,8/22/2012,2012,8,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
pH,NA,8.28,None,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,770,uS/cm,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Chloride,Dissolved,52.7,mg/L,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,139,mg/L,7/5/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,2.93,None,7/5/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Conductivity,Total,1250,umho/cm,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Selenium,Total Recoverable,NA,NA,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.48,None,6/6/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,776,uS/cm,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,Total,8.54,None,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
"Hardness, carbonate",Total,431,mg/L,5/24/2012,2012,5,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,9.11,None,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Magnesium,Total Recoverable,61,mg/L,6/6/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,5.32,%,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,0.198,meq/L,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Magnesium,Total Recoverable,70.3,mg/L,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,1.686,meq/L,6/6/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
"Alkalinity, total",Total,363,mg/L,8/20/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,776,uS/cm,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Chloride,Dissolved,60.1,mg/L,8/22/2012,2012,8,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Bicarbonate,Total,363,mg/L,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Sum of anions,Total,17.51,meq/L,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Magnesium,Total Recoverable,88.8,mg/L,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1208,uS/cm,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Calcium,Total Recoverable,85.7,mg/L,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,Total,8.27,None,4/17/2012,2012,4,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,767,uS/cm,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Iron,Total Recoverable,0.612,mg/L,10/3/2012,2012,10,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
"Hardness, carbonate",Total,440,mg/L,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,767,uS/cm,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,776,uS/cm,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Cations-Anions,Total,6,%,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,42.6,%,8/9/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
"Alkalinity, total",Total,331,mg/L,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Zinc,Total Recoverable,NA,NA,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,776,uS/cm,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Cations-Anions,Total,0.731,meq/L,8/20/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.6,None,8/20/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.29,None,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,761,uS/cm,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Total dissolved solids,Total,786,mg/L,6/6/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Calcium,Total Recoverable,83.5,mg/L,7/5/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Calcium,Total Recoverable,95.6,mg/L,5/30/2012,2012,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,2100,uS/cm,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Bicarbonate,Total,451,mg/L,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.8,None,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,772,uS/cm,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,775,uS/cm,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.6,None,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.55,None,9/25/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Magnesium,Total Recoverable,78.6,mg/L,8/20/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
"Alkalinity, total",Total,383,mg/L,10/3/2012,2012,10,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Magnesium,Total Recoverable,63.7,mg/L,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Calcium,Total Recoverable,67.5,mg/L,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.51,None,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Sum of anions,Total,12.96,meq/L,6/6/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,783,uS/cm,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,7.76,None,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.28,None,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Cations-Anions,Total,0.896,meq/L,7/5/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.75,None,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Sum of anions,Total,14.31,meq/L,7/5/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Chloride,Dissolved,41,mg/L,5/30/2012,2012,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Iron,Total Recoverable,NA,NA,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Total dissolved solids,Total,846,mg/L,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Iron,Total Recoverable,0.73,mg/L,4/17/2012,2012,4,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Sodium,Total Recoverable,46,%,8/20/2012,2012,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,762,uS/cm,8/14/2012,2012,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Manganese,Total Recoverable,0.042,mg/L,7/5/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Bicarbonate,Total,352,mg/L,5/30/2012,2012,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Aluminum,Total Recoverable,NA,NA,6/27/2012,2012,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Zinc,Total Recoverable,6.02,ug/L,5/30/2012,2012,5,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
Specific conductance,NA,1361,uS/cm,7/25/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
"Hardness, carbonate",Total,457,mg/L,7/5/2012,2012,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sum of cations,Total,24.36,meq/L,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Sulfate,Dissolved,643,mg/L,9/14/2012,2012,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.65,None,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.28,None,9/13/2012,2012,9,21NDHDWQ_WQX-382003,Lake Sakakawea
